Country Name,Country Code,Year,Value
Cuba,CUB,2018,100050036096.123
Curacao,CUW,2018,3046364804.46927
Cayman Islands,CYM,2018,5530178440.71376
Cyprus,CYP,2018,25754001367.5448
Czech Republic,CZE,2018,251992360762.236
Germany,DEU,2018,4052008447223.53
Djibouti,DJI,2018,2913466732.12507
Dominica,DMA,2018,554770370.37037
Denmark,DNK,2018,355293374912.393
Dominican Republic,DOM,2018,85555390139.118
Algeria,DZA,2018,194554483655.528
East Asia & Pacific (excluding high income),EAP,2018,16648930593614.8
Early-demographic dividend,EAR,2018,11610507701898.7
East Asia & Pacific,EAS,2018,26494505143186.8
Europe & Central Asia (excluding high income),ECA,2018,1468176944855.79
Europe & Central Asia,ECS,2018,23306311175509.3
Ecuador,ECU,2018,107478962000.0
Egypt,EGY,2018,262588632526.73
Euro area,EMU,2018,13867949267318.1
Spain,ESP,2018,1431642809327.06
Estonia,EST,2018,31222632740.7247
Ethiopia,ETH,2018,84269196625.8784
European Union,EUU,2018,16091487781135.5
Fragile and conflict affected situations,FCS,2018,1734689832167.02
Finland,FIN,2018,273869255596.078
Fiji,FJI,2018,5581425324.91185
France,FRA,2018,2781576320884.39
Faroe Islands,FRO,2018,3188600927.46688
"Micronesia, Fed. Sts.",FSM,2018,392000000.0
Gabon,GAB,2018,16867326401.9626
United Kingdom,GBR,2018,2871340347581.79
Georgia,GEO,2018,17902544880.6471
Ghana,GHA,2018,67298914624.3723
Guinea,GIN,2018,11857030366.7891
Gambia,GMB,2018,1670671327.81651
Guinea-Bissau,GNB,2018,1554133593.91699
Equatorial Guinea,GNQ,2018,13097012133.6159
Greece,GRC,2018,213298873494.394
Grenada,GRD,2018,1166514814.81481
Greenland,GRL,2018,3055782146.15957
Guatemala,GTM,2018,73328365862.4329
Guam,GUM,2018,6051000000.0
Guyana,GUY,2018,4787636997.85343
High income,HIC,2018,56793957781697.4
Hong Kong SAR,HKG,2018,361731070995.726
Honduras,HND,2018,24067750760.499
Heavily indebted poor countries (HIPC),HPC,2018,776506227119.833
Croatia,HRV,2018,61668130122.5878
Haiti,HTI,2018,16403864617.8458
Hungary,HUN,2018,160565642983.587
IBRD only,IBD,2018,30653934094282.1
IDA & IBRD total,IBT,2018,33059072280457.1
IDA total,IDA,2018,2405084337108.54
IDA blend,IDB,2018,1066719614873.96
Indonesia,IDN,2018,1042271532953.49
IDA only,IDX,2018,1338364722234.58
Isle of Man,IMN,2018,7491649455.92717
India,IND,2018,2702929641648.74
Ireland,IRL,2018,395461216460.418
Iran,IRN,2018,398880231367.268
Iraq,IRQ,2018,227367469034.031
Iceland,ISL,2018,26260850582.0687
Israel,ISR,2018,375149611117.199
Italy,ITA,2018,2099435266458.67
Jamaica,JAM,2018,15730792835.5811
Jordan,JOR,2018,43370860704.2254
Japan,JPN,2018,5040880939324.86
Kazakhstan,KAZ,2018,179339977690.485
Kenya,KEN,2018,92202979985.2863
Kyrgyz Republic,KGZ,2018,8271106235.41552
Cambodia,KHM,2018,33145892168.8958
Kiribati,KIR,2018,233514703.710292
St. Kitts and Nevis,KNA,2018,1076548148.14815
South Korea,KOR,2018,1725373496825.43
Kuwait,KWT,2018,138646316321.596
Latin America & Caribbean (excluding high income),LAC,2018,4870399736155.19
Laos,LAO,2018,18141641089.7963
Lebanon,LBN,2018,54901519155.5556
Liberia,LBR,2018,3422754800.0
Libya,LBY,2018,76686029772.1483
St. Lucia,LCA,2018,2060962962.96296
Latin America & Caribbean,LCN,2018,5743189791995.49
Least developed countries: UN classification,LDC,2018,1100496566937.02
Low income,LIC,2018,420211435774.79
Liechtenstein,LIE,2018,6692620691.84146
Sri Lanka,LKA,2018,94493871200.7869
Lower middle income,LMC,2018,5994118980886.44
Low & middle income,LMY,2018,29791620278516.9
Lesotho,LSO,2018,2556247291.99785
Late-demographic dividend,LTE,2018,22641256363718.2
Lithuania,LTU,2018,54261795148.5372
Luxembourg,LUX,2018,71000359760.4611
Latvia,LVA,2018,33247935477.3576
Macau SAR,MAC,2018,55190661339.7796
Morocco,MAR,2018,127341147581.818
Monaco,MCO,2018,7184333936.01355
Moldova,MDA,2018,11252353420.8798
Madagascar,MDG,2018,13760033282.2925
Maldives,MDV,2018,5404344162.69888
Middle East & North Africa,MEA,2018,3608662545371.1
Mexico,MEX,2018,1256300182879.73
Marshall Islands,MHL,2018,220000000.0
Middle income,MIC,2018,29369986143573.0
North Macedonia,MKD,2018,12683068114.2388
Mali,MLI,2018,17070867589.9055
Malta,MLT,2018,16153779511.1559
Myanmar,MMR,2018,67860515989.517
Middle East & North Africa (excluding high income),MNA,2018,1490670888640.86
Montenegro,MNE,2018,5506942238.35668
Mongolia,MNG,2018,13178094720.4986
Northern Mariana Islands,MNP,2018,1301000000.0
Mozambique,MOZ,2018,15017358952.8452
Mauritania,MRT,2018,7473550557.07378
Mauritius,MUS,2018,14735695930.9727
Malawi,MWI,2018,9879231591.52434
Malaysia,MYS,2018,358788845712.53
North America,NAC,2018,22389071169783.0
Namibia,NAM,2018,13682019076.4022
New Caledonia,NCL,2018,9896402283.68587
Niger,NER,2018,12837307496.8821
Nigeria,NGA,2018,421739251509.08
Nicaragua,NIC,2018,13025234820.8225
Netherlands,NLD,2018,929733599796.862
Norway,NOR,2018,439788625883.8
Nepal,NPL,2018,33111525237.149
Nauru,NRU,2018,130937589.753517
New Zealand,NZL,2018,211846555690.736
OECD members,OED,2018,53631765536033.4
Oman,OMN,2018,91505851755.5267
Other small states,OSS,2018,197102680977.388
Pakistan,PAK,2018,356128166704.921
Panama,PAN,2018,67316471200.0
Peru,PER,2018,222597009739.235
Philippines,PHL,2018,346841896583.515
Palau,PLW,2018,288546281.25
Papua New Guinea,PNG,2018,24109780708.0268
Poland,POL,2018,594616687350.017
Pre-demographic dividend,PRE,2018,1355249022128.48
Puerto Rico,PRI,2018,100958100000.0
Portugal,PRT,2018,242092894542.888
Paraguay,PRY,2018,40225448340.6322
West Bank and Gaza,PSE,2018,16276600000.0
Pacific island small states,PSS,2018,10792829234.1568
Post-demographic dividend,PST,2018,50598120095740.8
French Polynesia,PYF,2018,6135116253.33452
Qatar,QAT,2018,183334953818.681
Romania,ROU,2018,243468683030.34
Russia,RUS,2018,1657328773461.31
Rwanda,RWA,2018,9637904655.17446
South Asia,SAS,2018,3534066859804.7
Saudi Arabia,SAU,2018,846583733333.333
Sudan,SDN,2018,32333780383.2924
Senegal,SEN,2018,23116701556.1381
Singapore,SGP,2018,376892697588.005
Solomon Islands,SLB,2018,1615478393.28614
Sierra Leone,SLE,2018,6390514688.52816
El Salvador,SLV,2018,26020850000.0
San Marino,SMR,2018,1655353653.05934
Somalia,SOM,2018,7873440838.36559
Serbia,SRB,2018,52787520248.9242
Sub-Saharan Africa (excluding high income),SSA,2018,1781016674647.24
Sub-Saharan Africa,SSF,2018,1782800988574.01
Small states,SST,2018,244622967831.528
Sao Tome and Principe,STP,2018,383717327.830508
Suriname,SUR,2018,3996198866.57453
Slovakia,SVK,2018,106611673364.837
Slovenia,SVN,2018,53689067639.9176
Sweden,SWE,2018,551312498430.164
Eswatini,SWZ,2018,4659474399.74018
Sint Maarten (Dutch part),SXM,2018,1259200446.92737
Seychelles,SYC,2018,1784313926.76807
Syria,SYR,2018,21497782867.6426
Turks and Caicos Islands,TCA,2018,1128749004.5304
Chad,TCD,2018,11239167898.3395
East Asia & Pacific (IDA & IBRD countries),TEA,2018,16628455562440.2
Europe & Central Asia (IDA & IBRD countries),TEC,2018,4091548485168.69
Togo,TGO,2018,7029300383.08031
Thailand,THA,2018,506754208404.485
Tajikistan,TJK,2018,7764999999.45362
Turkmenistan,TKM,2018,40765428571.4286
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,5506624568680.82
Timor-Leste,TLS,2018,1555988600.0
Middle East & North Africa (IDA & IBRD countries),TMN,2018,1474394288640.86
Tonga,TON,2018,489714518.002333
South Asia (IDA & IBRD),TSA,2018,3534066859804.7
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,1782800988574.01
Trinidad and Tobago,TTO,2018,24569257295.0918
Tunisia,TUN,2018,42686504459.801
Turkiye,TUR,2018,778972108040.602
Tuvalu,TUV,2018,48015259.8751356
Tanzania,TZA,2018,57003712892.0858
Uganda,UGA,2018,32927025619.6795
Ukraine,UKR,2018,130891088293.55
Upper middle income,UMC,2018,23375867162686.5
Uruguay,URY,2018,65344576348.2279
United States,USA,2018,20656516000000.0
Uzbekistan,UZB,2018,58695899092.1083
St. Vincent and the Grenadines,VCT,2018,884329629.62963
Virgin Islands (U.S.),VIR,2018,3923000000.0
Viet Nam,VNM,2018,310106478394.659
Vanuatu,VUT,2018,914736985.430944
World,WLD,2018,86884839554431.6
Samoa,WSM,2018,878448433.404342
Kosovo,XKX,2018,7878759714.82322
Yemen,YEM,2018,21606160783.9845
South Africa,ZAF,2018,405260723892.517
Zambia,ZMB,2018,26311507273.6735
Zimbabwe,ZWE,2018,34156069918.0609
Aruba,ABW,2019,3395798882.68156
Africa Eastern and Southern,AFE,2019,1009721174054.91
Afghanistan,AFG,2019,18799444490.1128
Africa Western and Central,AFW,2019,826483769985.129
Angola,AGO,2019,70897962732.0277
Albania,ALB,2019,15585105131.0644
Andorra,AND,2019,3155149347.80639
Arab World,ARB,2019,2899029698316.63
United Arab Emirates,ARE,2019,417989721734.494
Argentina,ARG,2019,447754683615.225
Armenia,ARM,2019,13619290539.2116
American Samoa,ASM,2019,647000000.0
Antigua and Barbuda,ATG,2019,1725351851.85185
Australia,AUS,2019,1392723834562.64
Austria,AUT,2019,442983642371.842
Azerbaijan,AZE,2019,48174235294.1176
Burundi,BDI,2019,2576518879.82353
Belgium,BEL,2019,536726344405.489
Benin,BEN,2019,14391686309.033
Burkina Faso,BFA,2019,16032813503.3707
Bangladesh,BGD,2019,351231654603.692
Bulgaria,BGR,2019,68631726289.2794
Bahrain,BHR,2019,40446808510.6383
Bahamas,BHS,2019,13016200000.0
Bosnia and Herzegovina,BIH,2019,20482608755.379
Belarus,BLR,2019,64410122847.3508
Belize,BLZ,2019,2388300000.0
Bermuda,BMU,2019,7423465000.0
Bolivia,BOL,2019,40895322843.7851
Brazil,BRA,2019,1873288205186.45
Barbados,BRB,2019,5788288000.0
Brunei,BRN,2019,13469235348.2211
Bhutan,BTN,2019,2735683570.28851
Botswana,BWA,2019,16725908148.5481
Central African Republic,CAF,2019,2221301351.43918
Canada,CAN,2019,1743725183672.52
Central Europe and the Baltics,CEB,2019,1685123570509.08
Switzerland,CHE,2019,721369112726.724
Channel Islands,CHI,2019,10032440928.3488
Chile,CHL,2019,278285058719.466
China,CHN,2019,14279968506271.7
Cote d'Ivoire,CIV,2019,60382894697.3557
Cameroon,CMR,2019,39667757527.6578
"Congo, Dem. Rep.",COD,2019,51775829877.2088
"Congo, Rep.",COG,2019,13976637779.9763
Colombia,COL,2019,323031701192.84
Comoros,COM,2019,1195019531.9011
Cabo Verde,CPV,2019,2252177133.74705
Costa Rica,CRI,2019,64417670521.3545
Caribbean small states,CSS,2019,38046955433.6011
Cuba,CUB,2019,103427600000.0
Curacao,CUW,2019,3026124134.07821
Cayman Islands,CYM,2019,5941896607.58643
Cyprus,CYP,2019,26196667099.5303
Czech Republic,CZE,2019,256794209028.77
Germany,DEU,2019,3957208055215.68
Djibouti,DJI,2019,3088853638.56832
Dominica,DMA,2019,611537037.037037
Denmark,DNK,2019,345401473012.615
Dominican Republic,DOM,2019,88941372558.2397
Algeria,DZA,2019,193459662090.677
East Asia & Pacific (excluding high income),EAP,2019,17222812070662.6
Early-demographic dividend,EAR,2019,11834959859719.9
East Asia & Pacific,EAS,2019,27040135154758.5
Europe & Central Asia (excluding high income),ECA,2019,1498314054530.37
Europe & Central Asia,ECS,2019,23031892537932.9
Ecuador,ECU,2019,107595829000.0
Egypt,EGY,2019,318678815489.749
Euro area,EMU,2019,13587020300289.4
Spain,ESP,2019,1403496387686.27
Estonia,EST,2019,31873748770.0313
Ethiopia,ETH,2019,95912607722.3032
European Union,EUU,2019,15808398315797.0
Fragile and conflict affected situations,FCS,2019,1842632114099.19
Finland,FIN,2019,267014821129.411
Fiji,FJI,2019,5444407214.31758
France,FRA,2019,2722793515171.76
Faroe Islands,FRO,2019,3266432734.22819
"Micronesia, Fed. Sts.",FSM,2019,394000000.0
Gabon,GAB,2019,16874405465.391
United Kingdom,GBR,2019,2851407164907.81
Georgia,GEO,2019,17638337116.9126
Ghana,GHA,2019,68337969247.7067
Guinea,GIN,2019,13442861496.4454
Gambia,GMB,2019,1813609692.49994
Guinea-Bissau,GNB,2019,1588638853.59328
Equatorial Guinea,GNQ,2019,11364133549.7478
Greece,GRC,2019,207305649887.019
Grenada,GRD,2019,1213485185.18519
Greenland,GRL,2019,2997309971.87623
Guatemala,GTM,2019,77172317258.6478
Guam,GUM,2019,6355000000.0
Guyana,GUY,2019,5173760191.84652
High income,HIC,2019,57351008372783.0
Hong Kong SAR,HKG,2019,363074545072.389
Honduras,HND,2019,24882225741.8119
Heavily indebted poor countries (HIPC),HPC,2019,805115217775.604
Croatia,HRV,2019,61467582193.6824
Haiti,HTI,2019,15016090929.5125
Hungary,HUN,2019,164020460331.659
IBRD only,IBD,2019,31298751631398.9
IDA & IBRD total,IBT,2019,33801024892359.5
IDA total,IDA,2019,2501780139643.8
IDA blend,IDB,2019,1092770923537.26
Indonesia,IDN,2019,1119099871385.79
IDA only,IDX,2019,1409009216106.54
Isle of Man,IMN,2019,7314967866.28289
India,IND,2019,2835606256558.19
Ireland,IRL,2019,407124824064.995
Iran,IRN,2019,333519146339.191
Iraq,IRQ,2019,233636097800.338
Iceland,ISL,2019,24681343649.2952
Israel,ISR,2019,399651065197.871
Italy,ITA,2019,2019606796583.53
Jamaica,JAM,2019,15830766570.7266
Jordan,JOR,2019,44503006338.0282
Japan,JPN,2019,5117993853016.51
Kazakhstan,KAZ,2019,181667184854.501
Kenya,KEN,2019,100378436207.371
Kyrgyz Republic,KGZ,2019,9371275264.36735
Cambodia,KHM,2019,36685356407.7206
Kiribati,KIR,2019,216985362.338171
St. Kitts and Nevis,KNA,2019,1107855555.55556
South Korea,KOR,2019,1651422932447.77
Kuwait,KWT,2019,140856394870.02
Latin America & Caribbean (excluding high income),LAC,2019,4803447002170.21
Laos,LAO,2019,18740561512.5555
Lebanon,LBN,2019,51605959131.2741
Liberia,LBR,2019,3319596500.0
Libya,LBY,2019,69254496471.6938
St. Lucia,LCA,2019,2095370370.37037
Latin America & Caribbean,LCN,2019,5659312361702.85
Least developed countries: UN classification,LDC,2019,1161448671597.72
Low income,LIC,2019,447114593744.199
Liechtenstein,LIE,2019,6436467007.11932
Sri Lanka,LKA,2019,89014978344.1404
Lower middle income,LMC,2019,6298712117939.29
Low & middle income,LMY,2019,30495388425380.4
Lesotho,LSO,2019,2390702295.82777
Late-demographic dividend,LTE,2019,23070237789791.1
Lithuania,LTU,2019,55122066225.796
Luxembourg,LUX,2019,69890505323.5842
Latvia,LVA,2019,33099503950.847
Macau SAR,MAC,2019,55082293844.1008
St. Martin (French part),MAF,2019,652206037.103874
Morocco,MAR,2019,128920266409.458
Monaco,MCO,2019,7383496254.23721
Moldova,MDA,2019,11736797054.6965
Madagascar,MDG,2019,14104664678.5063
Maldives,MDV,2019,5726094799.37709
Middle East & North Africa,MEA,2019,3598454815841.46
Mexico,MEX,2019,1304106203694.81
Marshall Islands,MHL,2019,232900000.0
Middle income,MIC,2019,30047537869971.5
North Macedonia,MKD,2019,12606338448.547
Mali,MLI,2019,17280250810.0321
Malta,MLT,2019,16337793530.7788
Myanmar,MMR,2019,75065106227.6892
Middle East & North Africa (excluding high income),MNA,2019,1480176106051.1
Montenegro,MNE,2019,5542054181.12616
Mongolia,MNG,2019,14206359017.5143
Northern Mariana Islands,MNP,2019,1179000000.0
Mozambique,MOZ,2019,15512759046.672
Mauritania,MRT,2019,7894764885.82312
Mauritius,MUS,2019,14436346979.6355
Malawi,MWI,2019,11051865579.8121
Malaysia,MYS,2019,365177721021.516
North America,NAC,2019,23291130648672.5
Namibia,NAM,2019,12541928303.48
New Caledonia,NCL,2019,9475655324.59495
Niger,NER,2019,12889555561.2299
Nigeria,NGA,2019,474517490844.461
Nicaragua,NIC,2019,12699028889.666
Netherlands,NLD,2019,928903005576.469
Norway,NOR,2019,408742840909.091
Nepal,NPL,2019,34186180699.0255
Nauru,NRU,2019,124871111.377973
New Zealand,NZL,2019,212846907683.439
OECD members,OED,2019,54179480252802.3
Oman,OMN,2019,88060858257.4772
Other small states,OSS,2019,198507093590.896
Pakistan,PAK,2019,320909472770.669
Panama,PAN,2019,69778991200.0
Peru,PER,2019,228346006003.648
Philippines,PHL,2019,376823402244.928
Palau,PLW,2019,281941562.5
Papua New Guinea,PNG,2019,24750626040.5917
Poland,POL,2019,602683770144.88
Pre-demographic dividend,PRE,2019,1428927764664.17
Puerto Rico,PRI,2019,105126400000.0
Portugal,PRT,2019,240115970063.019
Paraguay,PRY,2019,37925338329.1494
West Bank and Gaza,PSE,2019,17133500000.0
Pacific island small states,PSS,2019,10712120523.0197
Post-demographic dividend,PST,2019,51134888557957.7
French Polynesia,PYF,2019,6022276196.13871
Qatar,QAT,2019,176371267689.082
Romania,ROU,2019,251677082534.495
Russia,RUS,2019,1693115002708.32
Rwanda,RWA,2019,10349300380.33
South Asia,SAS,2019,3658209765835.5
Saudi Arabia,SAU,2019,838564800000.0
Sudan,SDN,2019,32338079165.2893
Senegal,SEN,2019,23403995992.1354
Singapore,SGP,2019,376901649222.451
Solomon Islands,SLB,2019,1619155017.3924
Sierra Leone,SLE,2019,6523577590.38319
El Salvador,SLV,2019,26881140000.0
San Marino,SMR,2019,1616232125.12587
Somalia,SOM,2019,8655023960.002
Serbia,SRB,2019,53864693664.5568
Sub-Saharan Africa (excluding high income),SSA,2019,1834336253943.3
Sub-Saharan Africa,SSF,2019,1836204944040.04
Small states,SST,2019,247266169547.517
Sao Tome and Principe,STP,2019,412976082.620705
Suriname,SUR,2019,4016040575.08796
Slovakia,SVK,2019,105843498304.094
Slovenia,SVN,2019,53909922735.545
Sweden,SWE,2019,532169294165.94
Eswatini,SWZ,2019,4594818143.27624
Sint Maarten (Dutch part),SXM,2019,1407880446.92737
Seychelles,SYC,2019,1868690096.73454
Syria,SYR,2019,22583045060.0821
Turks and Caicos Islands,TCA,2019,1177285211.72521
Chad,TCD,2019,11314951091.7283
East Asia & Pacific (IDA & IBRD countries),TEA,2019,17201604143343.6
Europe & Central Asia (IDA & IBRD countries),TEC,2019,4175889218401.02
Togo,TGO,2019,6992700101.37188
Thailand,THA,2019,543976691793.886
Tajikistan,TJK,2019,8300813599.3084
Turkmenistan,TKM,2019,45232857142.8571
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,5413333286802.23
Timor-Leste,TLS,2019,2032550400.0
Middle East & North Africa (IDA & IBRD countries),TMN,2019,1463042606051.1
Tonga,TON,2019,494197841.113077
South Asia (IDA & IBRD),TSA,2019,3658209765835.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,1836204944040.04
Trinidad and Tobago,TTO,2019,23775659262.5735
Tunisia,TUN,2019,41905642418.825
Turkiye,TUR,2019,761005915750.925
Tuvalu,TUV,2019,54123198.5662913
Tanzania,TZA,2019,61026731925.9213
Uganda,UGA,2019,35348155095.4215
Ukraine,UKR,2019,153883047509.577
Upper middle income,UMC,2019,23748825752032.3
Uruguay,URY,2019,62222325807.0578
United States,USA,2019,21539982000000.0
Uzbekistan,UZB,2019,67293639798.3996
St. Vincent and the Grenadines,VCT,2019,910766666.666667
Virgin Islands (U.S.),VIR,2019,4121000000.0
Viet Nam,VNM,2019,334365270496.667
Vanuatu,VUT,2019,936526267.622513
World,WLD,2019,88149850742946.0
Samoa,WSM,2019,912950466.064906
Kosovo,XKX,2019,7899737577.47286
South Africa,ZAF,2019,389330032224.269
Zambia,ZMB,2019,23308667781.2258
Zimbabwe,ZWE,2019,25717409842.4479
Aruba,ABW,2020,2481857122.8401
Africa Eastern and Southern,AFE,2020,933391782089.617
Afghanistan,AFG,2020,19955929052.1496
Africa Western and Central,AFW,2020,789801651563.294
Angola,AGO,2020,48501561203.5686
Albania,ALB,2020,15241458744.8688
Andorra,AND,2020,2891001149.3611
Arab World,ARB,2020,2562783626987.73
United Arab Emirates,ARE,2020,349473015336.939
Argentina,ARG,2020,385740508436.965
Armenia,ARM,2020,12641698583.2152
American Samoa,ASM,2020,721000000.0
Antigua and Barbuda,ATG,2020,1410796296.2963
Australia,AUS,2020,1328414058378.38
Austria,AUT,2020,434397601557.696
Azerbaijan,AZE,2020,42693000000.0
Burundi,BDI,2020,2649680261.44299
Belgium,BEL,2020,529694473501.791
Benin,BEN,2020,15651545208.8783
Burkina Faso,BFA,2020,17725010532.5268
Bangladesh,BGD,2020,373979442362.193
Bulgaria,BGR,2020,70716821234.5967
Bahrain,BHR,2020,35837632978.7234
Bahamas,BHS,2020,9958200000.0
Bosnia and Herzegovina,BIH,2020,20226036564.4129
Belarus,BLR,2020,61371755326.2351
Belize,BLZ,2020,2042850000.0
Bermuda,BMU,2020,6887147000.0
Bolivia,BOL,2020,36629843805.0216
Brazil,BRA,2020,1476107231194.11
Barbados,BRB,2020,5168344450.0
Brunei,BRN,2020,12005799664.2691
Bhutan,BTN,2020,2457604334.15915
Botswana,BWA,2020,14960291105.9316
Central African Republic,CAF,2020,2326720900.38047
Canada,CAN,2020,1655684730000.19
Central Europe and the Baltics,CEB,2020,1678756939339.66
Switzerland,CHE,2020,741999406005.627
Channel Islands,CHI,2020,9439810775.67214
Chile,CHL,2020,254042159309.311
China,CHN,2020,14687744162801.0
Cote d'Ivoire,CIV,2020,63027852805.4204
Cameroon,CMR,2020,40773241177.0505
"Congo, Dem. Rep.",COD,2020,48716961860.1325
"Congo, Rep.",COG,2020,11468687464.0046
Colombia,COL,2020,270348342541.465
Comoros,COM,2020,1225039196.61091
Cabo Verde,CPV,2020,1821565617.6945
Costa Rica,CRI,2020,62395610760.0492
Caribbean small states,CSS,2020,31763210392.7783
Cuba,CUB,2020,107351800000.0
Curacao,CUW,2020,2534327597.76536
Cayman Islands,CYM,2020,5655358021.43209
Cyprus,CYP,2020,25555093854.2968
Czech Republic,CZE,2020,251109660602.536
Germany,DEU,2020,3940142541354.1
Djibouti,DJI,2020,3185150981.03207
Dominica,DMA,2020,504214814.814815
Denmark,DNK,2020,355631021931.621
Dominican Republic,DOM,2020,78844656298.1776
Algeria,DZA,2020,164873415325.201
East Asia & Pacific (excluding high income),EAP,2020,17496305186280.5
Early-demographic dividend,EAR,2020,11006437195990.5
East Asia & Pacific,EAS,2020,27163485040463.8
Europe & Central Asia (excluding high income),ECA,2020,1437142037120.74
Europe & Central Asia,ECS,2020,22286624242751.4
Ecuador,ECU,2020,95865472000.0
Egypt,EGY,2020,383817841547.099
Euro area,EMU,2020,13266857904728.0
Spain,ESP,2020,1289783836971.21
Estonia,EST,2020,31820771493.8974
Ethiopia,ETH,2020,107657734392.446
European Union,EUU,2020,15504700009593.0
Fragile and conflict affected situations,FCS,2020,1675406927630.4
Finland,FIN,2020,270000311606.226
Fiji,FJI,2020,4432466237.09588
France,FRA,2020,2647926055110.05
Faroe Islands,FRO,2020,3271813311.5831
"Micronesia, Fed. Sts.",FSM,2020,372000000.0
Gabon,GAB,2020,15342236163.9864
United Kingdom,GBR,2020,2696778386607.65
Georgia,GEO,2020,16010869215.68
Ghana,GHA,2020,70043099675.68
Guinea,GIN,2020,14088693742.9464
Gambia,GMB,2020,1812170891.19069
Guinea-Bissau,GNB,2020,1646400349.84867
Equatorial Guinea,GNQ,2020,9893816007.7398
Greece,GRC,2020,191362985554.861
Grenada,GRD,2020,1043411111.11111
Greenland,GRL,2020,3082884653.2456
Guatemala,GTM,2020,77719464220.73
Guam,GUM,2020,5916000000.0
Guyana,GUY,2020,5471256594.72422
High income,HIC,2020,55946257620087.0
Hong Kong SAR,HKG,2020,344943149590.058
Honduras,HND,2020,23352232483.755
Heavily indebted poor countries (HIPC),HPC,2020,813139899187.275
Croatia,HRV,2020,57963370885.0798
Haiti,HTI,2020,14508222518.3018
Hungary,HUN,2020,157288955508.176
IBRD only,IBD,2020,30114868724300.2
IDA & IBRD total,IBT,2020,32566020356731.5
IDA total,IDA,2020,2450267402830.47
IDA blend,IDB,2020,1024076691136.99
Indonesia,IDN,2020,1059054842711.55
IDA only,IDX,2020,1426190711693.48
Isle of Man,IMN,2020,6684225641.02564
India,IND,2020,2674851578587.27
Ireland,IRL,2020,436555518400.451
Iran,IRN,2020,262186179355.944
Iraq,IRQ,2020,180898797516.874
Iceland,ISL,2020,21629953194.0659
Israel,ISR,2020,411728563086.632
Italy,ITA,2020,1907481094079.23
Jamaica,JAM,2020,13812421803.4084
Jordan,JOR,2020,43700383098.5916
Japan,JPN,2020,5055587093501.59
Kazakhstan,KAZ,2020,171082365861.423
Kenya,KEN,2020,100657505750.545
Kyrgyz Republic,KGZ,2020,8270468614.24051
Cambodia,KHM,2020,34818073901.4851
Kiribati,KIR,2020,223123620.597516
St. Kitts and Nevis,KNA,2020,883922222.222222
South Korea,KOR,2020,1644312831906.17
Kuwait,KWT,2020,111045470461.207
Latin America & Caribbean (excluding high income),LAC,2020,4047055896231.79
Laos,LAO,2020,18981805250.2424
Lebanon,LBN,2020,31712128253.7961
Liberia,LBR,2020,3176126300.0
Libya,LBY,2020,46854285440.642
St. Lucia,LCA,2020,1499296296.2963
Latin America & Caribbean,LCN,2020,4805510770575.42
Least developed countries: UN classification,LDC,2020,1172274838994.17
Low income,LIC,2020,442702142538.41
